"","gene_name","logFC","logCPM","LR","PValue","FDR","moduleColors","moduleColors_merged"
"1","0610005C13Rik",0.435647144576528,-0.355595122234742,2.88746059958644,0.0892715328591802,0.213355121143217,"grey","grey"
"2","0610007P14Rik",-0.0298319059531623,5.5018286054807,0.0710632270705283,0.789794967215942,0.870766070810984,"grey","grey"
"3","0610009B22Rik",-0.415448783565846,4.04580687926389,3.8517594826692,0.0496938343711317,0.149584368079926,"brown","BrRePi"
"4","0610009L18Rik",-0.220664354514152,1.10208726844825,1.66197253067142,0.197337207064547,0.355685262419522,"brown","BrRePi"
"5","0610009O20Rik",0.0635530888343231,6.00687591812656,0.448877013740949,0.502868725579174,0.655306831784235,"blue","blue"
"6","0610010F05Rik",-0.133303157897944,7.07827518365594,2.29462261008445,0.129822761975038,0.271647728800425,"turquoise","turquoise"
"7","0610010K14Rik",-0.282749176667999,6.30220881803916,7.02145722731416,0.00805386593925803,0.0526877355005475,"blue","blue"
"8","0610011F06Rik",-0.170742223645084,4.50974938731116,2.83504354734001,0.0922283010617284,0.217858627210192,"red","BrRePi"
"9","0610012G03Rik",-0.25641628300299,5.48293764896544,5.3518805911173,0.0206999325412667,0.0897768981094916,"brown","BrRePi"
"10","0610030E20Rik",0.0496777989080376,5.36693821450238,0.170637060375743,0.679546251537189,0.794210443984179,"pink","BrRePi"
"11","0610031J06Rik",0.221771339103541,4.93561841898538,2.63657681236307,0.104428336875075,0.236160311961992,"grey","grey"
"12","0610037L13Rik",-0.119330940093871,5.18163608940715,1.13715399721613,0.286254506391913,0.454785652596708,"red","BrRePi"
"13","0610038B21Rik",-0.877696224023361,-2.53098506336228,2.47210490566331,0.115882643137333,0.252554061065191,"grey","grey"
"14","0610039K10Rik",-0.378924506157523,-2.69927651616117,0.501522093505692,0.478832089939244,0.636380778198016,"grey","grey"
"15","0610040B10Rik",-0.299441320581504,0.664888283630469,1.57451422370082,0.209552648222172,0.370526272591545,"grey","grey"
"16","0610040J01Rik",0.072606535438586,1.36803035567338,0.105053162025506,0.745847900932433,0.84077849487464,"turquoise","turquoise"
"17","0610043K17Rik",0.365619959932718,-2.55687325743769,0.573465533264294,0.448885082741871,0.610859219697254,"grey","grey"
