"","gene_name","logFC","logCPM","LR","PValue","FDR","moduleColors","moduleColors_merged"
"3916","Cyp27a1",0.545887710856932,-0.332764608312082,1.75105576098894,0.185744063542779,0.701388707218236,"grey","grey"
"3917","Cyp27b1",0.698120237827033,0.192959688734917,6.19900012931563,0.0127822501866267,0.357443957311274,"turquoise","turquoise"
"3918","Cyp2b19",0.227222889361553,-1.27247378064314,0.401091480416383,0.526526108684434,0.89184144563696,"grey","grey"
"3919","Cyp2d22",0.460740727548969,2.37702234206139,5.04018943854777,0.024765781586836,0.403727668194302,"grey","grey"
"3920","Cyp2d26",0.275362484856361,-1.92465752817053,0.272555005801916,0.601622979683248,0.916074259102699,"grey","grey"
"3921","Cyp2j6",0.148261470905136,3.71291682315772,1.09637291134889,0.295063478821424,0.783049452661393,"turquoise","turquoise"
"3922","Cyp2j9",0.33854832922364,2.62218972007439,3.79893684897109,0.0512851364956286,0.482554633431083,"turquoise","turquoise"
"3923","Cyp2r1",-0.251748240643233,-1.06443976485515,0.471538266549675,0.492280343947512,0.883250261636659,"grey","grey"
"3924","Cyp2s1",0.252057981923999,1.7554943756857,1.55535163475679,0.212347130349325,0.724824918120679,"turquoise","turquoise"
"3925","Cyp2t4",0.286673798601708,0.522313339965032,1.81289820369609,0.178160953824338,0.692005619466361,"turquoise","turquoise"
"3926","Cyp2u1",-0.113124935063171,1.87412644665461,0.490231359103973,0.483824118607582,0.880739792546225,"turquoise","turquoise"
"3927","Cyp39a1",-0.0761300947032247,2.28944977522757,0.201780776472386,0.653287277926631,0.927014509286279,"blue","blue"
"3928","Cyp46a1",0.411303916792254,5.82203237927166,7.99798289241156,0.00468294888004392,0.305218302969013,"turquoise","turquoise"
"3929","Cyp4b1",0.167906309290582,-0.521698419067712,0.352653149351562,0.552615075430148,0.899922488568715,"turquoise","turquoise"
"3930","Cyp4f13",0.642775758155664,2.07019209499948,9.31570062673696,0.00227198484482228,0.293598117599727,"grey","grey"
"3931","Cyp4f14",0.733534622942467,-1.21065854193301,4.76560926438746,0.0290337815618263,0.417491159930085,"turquoise","turquoise"
"3932","Cyp4f15",0.775678249729574,1.88689699809778,11.5058060150449,0.000693791393101812,0.253258634178845,"turquoise","turquoise"
"3933","Cyp4f16",0.25669355181681,3.02946750521147,2.26942523919009,0.131948829447349,0.634802097657833,"grey","grey"
"3934","Cyp4f17",0.359621688150081,2.33571184862657,2.51180036764139,0.112996773635393,0.613846430270856,"grey","grey"
"3935","Cyp4f39",0.159383603341434,-1.07524803055003,0.224065112176882,0.635959811315524,0.923580321834743,"turquoise","turquoise"
"3936","Cyp4f41-ps",0.578628295572786,-2.7741170056062,0.854695517021764,0.355227383601512,0.814280337118303,"blue","blue"
"3937","Cyp4v3",0.357081087076721,1.54077122791752,3.06339027446681,0.0800744349726763,0.558439239504646,"turquoise","turquoise"
"3938","Cyp4x1",-0.26073558391403,2.87028584872882,2.12213588620111,0.145183949991795,0.652546410122525,"turquoise","turquoise"
"3939","Cyp51",-0.242998580743423,7.57659361959153,4.43468598191235,0.0352156972991834,0.431340749551299,"grey","grey"
"3940","Cyp7b1",0.384428949406564,2.34085749857174,4.59190806791056,0.0321232343211319,0.426221231103485,"turquoise","turquoise"
"3941","Cyr61",0.199093880113357,2.93154664940848,1.30171027163699,0.253901059009009,0.751882048719547,"blue","blue"
"3942","Cys1",0.10368998015023,2.06907209171055,0.392210348088388,0.531139831354398,0.894095249598805,"turquoise","turquoise"
"3943","Cysltr1",0.228626998670123,-1.85129345089194,0.389766400148147,0.532422217280761,0.89460489338663,"grey","grey"
"3944","Cystm1",0.00820680581963587,2.59785747836672,0.0016974120583626,0.967136724006452,0.997086896576442,"turquoise","turquoise"
"3945","Cyth1",0.107978330336201,6.45451238014827,1.18611370663121,0.276114871655023,0.767689889584331,"turquoise","turquoise"
"3946","Cyth2",-0.0759424580604322,7.55987308288784,0.456869327778897,0.499090743076744,0.885865347490132,"grey","grey"
"3947","Cyth3",-0.0672582013869826,6.92313484221218,0.472747592402726,0.491725855825655,0.882980961287971,"turquoise","turquoise"
"3948","Cyth4",0.109218221653687,2.21596545148365,0.297519180198522,0.585441868015145,0.910242934331831,"green","green"
"3949","Cytl1",-0.627362820261927,-2.96240904129381,0.983775007445988,0.321268591360417,0.801326375343916,"grey","grey"
"3950","Cyyr1",0.0138319097839478,0.599118471383134,0.00306666400658173,0.955837745897858,0.995813279303906,"grey","grey"
"3951","D030028A08Rik",-0.3064315453912,4.55069270303361,6.77215958516014,0.00925907285413821,0.342175238005547,"turquoise","turquoise"
"3952","D030045P18Rik",0.721036225350406,-3.09684135216261,1.20112838261123,0.273096267563332,0.765506897966264,"grey","grey"
