"","gene_name","logFC","logCPM","LR","PValue","FDR","moduleColors","moduleColors_merged"
"5142","Fam198b",-0.431320076184578,1.28922870731455,2.63111180391358,0.104788313354653,0.209280716145583,"grey","grey"
"5143","Fam199x",-0.0339644933847695,2.71110259262934,0.0289848331432543,0.86481406103639,0.92041862500576,"magenta","YeMaBl"
"5144","Fam19a1",0.844971363347509,3.59747817404092,12.5790381174471,0.000390097452218459,0.00203762199937347,"turquoise","turquoise"
"5145","Fam19a2",1.08167839132941,6.38374618250096,172.78322915755,1.82519647965531e-39,1.23421306951359e-36,"turquoise","turquoise"
"5146","Fam19a4",0.631033907631132,-0.542130897337123,1.69461242238018,0.192994064683952,0.331441926699492,"grey","grey"
"5147","Fam19a5",0.240307686238666,6.92830097834002,5.30630898218845,0.02124832741821,0.0589569337784458,"brown","BrRePi"
"5148","Fam203a",0.371785895887742,4.93717593225623,10.9646118243036,0.000928683987487431,0.00431233546006681,"brown","BrRePi"
"5149","Fam204a",-0.374043472426765,3.96012812978644,5.98175660393048,0.0144545986296692,0.0426593346355522,"grey","grey"
"5150","Fam206a",-0.259769663012743,4.75574498583545,7.20050258628252,0.00728831667245904,0.0242928920265635,"blue","blue"
"5151","Fam207a",-0.0317935979265959,6.31975387550445,0.138054496236163,0.710222817740825,0.815841315764146,"red","BrRePi"
"5152","Fam208a",-0.00743460903301378,5.35692249349847,0.00644682057612345,0.936004944912239,0.963003946429614,"magenta","YeMaBl"
"5153","Fam208b",-0.248761715366036,5.96570068507009,4.46333059691804,0.0346299132846395,0.0869982759591973,"magenta","YeMaBl"
"5154","Fam209",-1.18817997302235,-2.75947895228411,2.54314540755339,0.110773914584366,0.218319265785314,"yellow","YeMaBl"
"5155","Fam20a",-0.257818841742742,1.52423308608413,0.992226281040667,0.319198860049893,0.477093230774518,"grey","grey"
"5156","Fam20b",0.203262545893941,6.9408720048781,8.31049816189236,0.00394165787390409,0.0144497776452653,"turquoise","turquoise"
"5157","Fam20c",0.0787216514170194,7.44358536425546,1.12778647743963,0.288247980159535,0.443662411799041,"turquoise","turquoise"
"5158","Fam21",-0.0415713847492293,6.34714407967744,0.278010026510989,0.598008491925049,0.729924775530357,"yellow","YeMaBl"
"5159","Fam210a",0.0184615737217563,5.01213435713078,0.0302395568071097,0.861947788340311,0.918546894541658,"grey","grey"
"5160","Fam210b",-0.469884006052448,7.07785039691337,21.4188067193652,3.69132625757355e-06,3.32260309673661e-05,"grey","grey"
"5161","Fam212a",0.308039265548884,3.22501579354408,3.48261376813527,0.0620167117907609,0.138443469138433,"brown","BrRePi"
"5162","Fam212b",0.430561255697012,4.2627721604724,11.28504587405,0.000781339019467844,0.00372076025438487,"turquoise","turquoise"
"5163","Fam213a",0.164418810081994,5.79089404842636,4.3661676932418,0.0366593502602128,0.0908312359348081,"turquoise","turquoise"
"5164","Fam213b",0.385622884357947,4.38149613862411,9.17559877788189,0.0024526311190376,0.00969080232362738,"brown","BrRePi"
"5165","Fam214a",-0.48000096586837,5.21772525622577,27.0606544252137,1.97170481852868e-07,2.38441114008211e-06,"black","YeMaBl"
"5166","Fam214b",-0.0838600801299312,6.3287985116949,1.23518013122191,0.266401986095245,0.419084826111519,"grey","grey"
"5167","Fam216a",-0.0794715778955561,6.72200173609745,0.987072047947359,0.320459046005736,0.478492028487174,"red","BrRePi"
"5168","Fam216b",1.14243637131293,-0.396537221367247,3.98360584918462,0.0459451076618542,0.108948444220373,"turquoise","turquoise"
"5169","Fam217a",-0.290568396859932,-1.62088527604351,0.374483588610409,0.540570414116225,0.68323071422377,"grey","grey"
"5170","Fam217b",0.70982212699455,3.45814833665027,16.0003689212501,6.33301416721815e-05,0.000413595520803957,"turquoise","turquoise"
"5171","Fam219a",0.356154948767073,6.57904492871613,21.0409017342776,4.49582601224107e-06,3.96752367333661e-05,"turquoise","turquoise"
"5172","Fam219aos",0.502175138300672,4.39685814569964,16.4610122623707,4.96608717316822e-05,0.000333725170738497,"turquoise","turquoise"
"5173","Fam219b",0.145001083236632,5.09648953262544,2.14866150965944,0.142694241490272,0.264479767604571,"grey","grey"
"5174","Fam220a",0.10994430334795,6.3730362629193,1.81194242713496,0.178275393053158,0.312166381513106,"brown","BrRePi"
"5175","Fam221a",0.0549609850983952,1.87239334006505,0.0649054817310781,0.798904190227834,0.878177736603056,"brown","BrRePi"
"5176","Fam221b",-0.222476442769657,-1.45599112491057,0.271090952391964,0.602600889412915,0.732994291281831,"grey","grey"
"5177","Fam222a",-0.46033488160741,4.6816309588736,6.70680359572922,0.00960457338189186,0.0304260436101353,"blue","blue"
"5178","Fam222b",-0.336575345269575,5.75373494676091,7.47306169663324,0.0062628954372005,0.0214160408871317,"blue","blue"
"5179","Fam227a",-0.269772477783422,3.14696259391646,2.54037398792198,0.110968499460785,0.218583296243364,"black","YeMaBl"
"5180","Fam228a",0.203516408468853,-1.15240552855439,0.253362472915831,0.614717345466792,0.741824962209256,"yellow","YeMaBl"
"5181","Fam228b",0.148769893820073,0.563653772817212,0.285805344664587,0.592921189217774,0.726282585841592,"yellow","YeMaBl"
"5182","Fam229a",1.15445173337942,-2.37579356815434,3.80692556079055,0.051041056566809,0.118674112753975,"turquoise","turquoise"
"5183","Fam229b",0.212375874411365,2.53128676984731,1.07512273374794,0.299791201649661,0.456365388947787,"turquoise","turquoise"
"5184","Fam26e",0.997609826761986,0.386138062913219,9.48211503290902,0.00207484628704521,0.00843715369392552,"turquoise","turquoise"
"5185","Fam26f",1.44586830206244,-2.31436842482009,4.28065490483847,0.0385484927457089,0.0945448826915686,"grey","grey"
"5186","Fam32a",-0.0176522457694121,7.59248772347647,0.0534255617698021,0.817206272478701,0.889881441919124,"brown","BrRePi"
"5187","Fam35a",-0.157404838923271,2.20738411362208,0.431434986373724,0.511285661103478,0.658335051892125,"blue","blue"
"5188","Fam3a",-0.178316384683881,4.740225827668,3.22135162291581,0.0726835913128444,0.157424530016836,"grey","grey"
"5189","Fam3c",0.345163273333965,5.49654654947276,13.7186421623659,0.00021233632546036,0.00120997409617141,"turquoise","turquoise"
"5190","Fam43a",-0.265039000781798,4.07445086602553,3.1251334715026,0.0770935582557041,0.164885524108042,"green","green"
"5191","Fam43b",1.24045052907692,4.27741029904789,63.3316547731331,1.74674608171911e-15,7.49945559794165e-14,"turquoise","turquoise"
"5192","Fam45a",-0.0105888837301371,4.60129250656393,0.0102606718045892,0.919316305657334,0.95278483166324,"grey","grey"
"5193","Fam46a",-0.0167030487663734,1.66044707568588,0.00280337441324896,0.957774214524159,0.976670922243957,"grey","grey"
"5194","Fam46b",-0.259066907825574,-1.90396467474595,0.24726332668086,0.619008679410155,0.744857407736888,"grey","grey"
"5195","Fam46c",-1.06240098459082,0.629613689128621,13.8900559773116,0.000193821233579589,0.00111860768128135,"blue","blue"
"5196","Fam47e",0.592892188265939,-2.13946477075236,0.94431906495269,0.331169558371123,0.48841791737595,"turquoise","turquoise"
"5197","Fam49a",0.229632957405768,8.59424052753523,4.17222536658869,0.0410917938903217,0.0997276391574743,"turquoise","turquoise"
"5198","Fam49b",0.376183308840801,7.26484170545888,26.762256445891,2.30087719782333e-07,2.73961379629309e-06,"turquoise","turquoise"
"5199","Fam50a",-0.144533587183788,5.83514852318301,3.11044427020961,0.077791738489268,0.165898515157604,"blue","blue"
"5200","Fam53a",-0.192204463415651,5.28837852440773,5.15489436261315,0.0231809456464767,0.0631125756422116,"blue","blue"
"5201","Fam53b",-0.945463430644387,5.34048567273693,69.7860375419332,6.60991179354223e-17,3.49421037450804e-15,"blue","blue"
"5202","Fam53c",-0.129204775203841,6.42793091529385,3.03771573567698,0.0813503159399529,0.171744383328013,"blue","blue"
"5203","Fam57a",0.210599485083388,3.50199450752397,1.49495468187243,0.221449301452272,0.366619585232825,"blue","blue"
"5204","Fam57b",0.138265456816251,7.48861884998153,1.97773614498523,0.159629102463859,0.288263124945584,"turquoise","turquoise"
"5205","Fam58b",-0.0540304104267153,4.87709337456907,0.265370515101172,0.606454314204753,0.736191717049064,"red","BrRePi"
"5206","Fam60a",-0.659399802864246,1.61923018446319,8.01127278256058,0.00464870530721009,0.0166175855574257,"blue","blue"
"5207","Fam63a",-0.144036399406929,5.90105124856681,3.44135849579079,0.0635833914347447,0.141182635921815,"grey","grey"
"5208","Fam63b",0.460870669505202,5.5292201635118,29.7525494848207,4.90860346345063e-08,6.7225084901553e-07,"turquoise","turquoise"
"5209","Fam64a",-1.20002046294328,5.22448164469021,141.55177876895,1.21867661097871e-32,3.87802014109285e-30,"blue","blue"
"5210","Fam65a",-0.0175638393579081,6.36704433050313,0.034453768669529,0.852744914180751,0.912274041676956,"turquoise","turquoise"
"5211","Fam65b",0.131608090081656,6.05347595813363,1.79163815395215,0.180726697545043,0.315411718943812,"turquoise","turquoise"
"5212","Fam65c",-1.31208844817777,-0.899905885532482,4.90762873400344,0.0267383242746778,0.0708583057893118,"grey","grey"
"5213","Fam69a",0.256030090066016,3.83750476054957,3.44982392252282,0.0632585084132824,0.140625142159764,"turquoise","turquoise"
"5214","Fam69b",0.515570228742483,6.7004720953668,23.0891464689748,1.5466126989145e-06,1.52769187405255e-05,"brown","BrRePi"
"5215","Fam69c",-0.221146073284139,2.19406440855991,0.993621607472855,0.318858830035671,0.476760636875705,"grey","grey"
"5216","Fam71d",0.577627167467611,-3.00994193023759,0.53513594511162,0.464455568878256,0.616727984562692,"yellow","YeMaBl"
"5217","Fam71e1",-0.315346646395778,2.49783078786045,2.56400603552219,0.109321249269118,0.216441936609555,"grey","grey"
"5218","Fam71f2",0.345337891341452,-0.721168999296578,0.87794129602743,0.348766162414403,0.506635376291953,"yellow","YeMaBl"
"5219","Fam72a",-0.951337677189826,1.39150536754628,10.4619818549431,0.00121856474434743,0.00539593103301893,"blue","blue"
"5220","Fam73a",-0.123447549481998,5.23621388440782,1.13422269560102,0.286876419334749,0.442264406705009,"yellow","YeMaBl"
"5221","Fam73b",0.216415260183997,5.90640041828843,6.76088718027701,0.00931774240327708,0.0296854419832712,"pink","BrRePi"
"5222","Fam76a",0.0580209379970345,4.8897837529322,0.377318248533598,0.539041970261439,0.68190132788003,"brown","BrRePi"
"5223","Fam76b",-0.389846599890851,5.15543005103439,14.0683277472063,0.000176287467680128,0.00102506962127581,"black","YeMaBl"
"5224","Fam78a",0.218441029012171,0.669600922376357,0.556933343101316,0.455498490843648,0.609723276798215,"grey","grey"
"5225","Fam78b",0.319468043904056,6.5845488729606,14.8638801238655,0.000115554584348829,0.000703954710734666,"turquoise","turquoise"
"5226","Fam81a",0.884981934634888,4.35982986607876,24.5613717775765,7.19802891648791e-07,7.68531653195278e-06,"turquoise","turquoise"
"5227","Fam83c",0.380900900661571,-1.43208642958988,0.643067223208606,0.422602288809514,0.57935702985538,"grey","grey"
"5228","Fam83d",-1.27224186035611,3.80609591450762,56.9890973799421,4.38234693101459e-14,1.54611105094426e-12,"blue","blue"
"5229","Fam83e",0.396639500703216,-2.61920141042439,0.343477557693356,0.557828754761762,0.698426389525431,"blue","blue"
"5230","Fam83g",-0.540853170312575,-0.0836746497895241,2.85605499132452,0.0910305022473028,0.187836493448376,"blue","blue"
"5231","Fam83h",0.0162844955288447,2.87917712539132,0.00872973043518543,0.92555955393801,0.957110489618306,"blue","blue"
"5232","Fam84a",0.0939286961819244,7.19350508734432,1.08181393087285,0.298292121444353,0.454680458243674,"turquoise","turquoise"
"5233","Fam84b",-0.122116944226278,4.39822647616154,0.696120604069736,0.404090305862902,0.561759600295445,"grey","grey"
"5234","Fam86",-0.297295715333501,2.8127011442266,2.65864430689409,0.102988479341429,0.206498644827286,"blue","blue"
"5235","Fam89a",0.0840380739781836,-0.660144597172821,0.0532891911544402,0.817435595321616,0.8899880770478,"grey","grey"
"5236","Fam89b",-0.260568298728442,7.56566905679203,7.45644614722921,0.0063209675940449,0.0215737083246592,"grey","grey"
"5237","Fam92a",-0.046951220302067,5.4659879009882,0.269883701789549,0.603409796768113,0.733758249044636,"grey","grey"
"5238","Fam92b",-1.03616120222972,-1.3574335760081,2.71900683238866,0.0991596969542866,0.200731286250607,"grey","grey"
"5239","Fam96a",-0.436326022987257,4.31070968039776,8.3891739618415,0.00377462409376696,0.0139508937412307,"blue","blue"
"5240","Fam96b",-0.0457557540662489,6.0952691347869,0.161769414962871,0.687532656943428,0.79870919753292,"grey","grey"
"5241","Fam98a",-0.147401458687536,5.59144954808751,1.84624915033938,0.17422027131654,0.3071280451006,"magenta","YeMaBl"
"5242","Fam98b",-0.314469823673501,6.10892790080963,16.012955137575,6.29105245623676e-05,0.000411304424743457,"blue","blue"
"5243","Fam98c",0.120587531169016,2.82288667173666,0.412563242972484,0.520671363294419,0.666762473612913,"pink","BrRePi"
"5244","Fan1",-0.241666027432908,3.38006493295206,1.80551851622384,0.17904676240665,0.313205187225175,"blue","blue"
"5245","Fanca",-1.36402923099591,2.9314068074934,53.7026420471516,2.33249379505393e-13,7.57080835998606e-12,"blue","blue"
"5246","Fancb",-0.365454667873734,2.1489550107091,2.67355072703702,0.102028168411102,0.205283305869549,"blue","blue"
"5247","Fancc",-0.206144644191344,3.33219579009165,1.76357408640225,0.184179339984306,0.31978672393338,"grey","grey"
"5248","Fancd2",-0.898656232247515,3.01278257854315,22.1970496338331,2.46051608299433e-06,2.31891495417625e-05,"blue","blue"
"5249","Fancd2os",-1.2556517234531,-2.42429647076734,4.56573408783809,0.0326176924591554,0.0828148515205934,"grey","grey"
"5250","Fance",0.0505106046869931,5.03727019862479,0.265469618271706,0.606387110145709,0.736165201268305,"brown","BrRePi"
"5251","Fancf",-0.22110231068303,3.48142583705542,1.84038699076678,0.174905596340284,0.308068474387505,"red","BrRePi"
"5252","Fancg",0.00236214262112659,4.25557310334452,0.000385205790360388,0.984341196168065,0.991304577884674,"yellow","YeMaBl"
"5253","Fanci",-1.10846366419126,3.04573404039339,33.1852365286439,8.37842463505543e-09,1.31629674155193e-07,"blue","blue"
"5254","Fancl",0.182727408316058,3.40418923611878,1.1321344344282,0.287320517731991,0.442822856816,"brown","BrRePi"
"5255","Fancm",-0.253079677858767,4.20576185325228,3.0659294163164,0.0799494310855907,0.169519116421224,"black","YeMaBl"
"5256","Fank1",0.212677729711001,1.89588434108354,0.639114777205127,0.424031531027892,0.580447589174953,"turquoise","turquoise"
"5257","Fap",0.640664475832638,-0.210745021210358,3.03711240318225,0.0813805605995316,0.171768125630095,"green","green"
"5258","Far1",-0.204045448451132,5.46613752010223,3.8241678629445,0.0505184271923103,0.117695026543785,"yellow","YeMaBl"
"5259","Far2",0.892054651442397,3.73528103038114,17.7998477797544,2.45402875731198e-05,0.000180700692842179,"turquoise","turquoise"
"5260","Farp1",0.491040697734755,7.31468752498199,35.6028632351599,2.41931679980416e-09,4.16363651580294e-08,"turquoise","turquoise"
"5261","Farp2",-0.23470148664565,2.33151469008029,1.44177994063338,0.229851524433934,0.376870114168348,"blue","blue"
"5262","Fars2",-0.0890324194599726,4.70148230627235,0.82734578282365,0.363041148102456,0.521259381806136,"brown","BrRePi"
"5263","Farsa",-0.0801875195251311,6.54077580741118,0.990131896157312,0.319710140057575,0.477681445681677,"red","BrRePi"
"5264","Farsb",0.150837778834208,6.4334440381996,3.34065608194914,0.0675876546012827,0.148568338957635,"turquoise","turquoise"
"5265","Fas",1.27979814563223,-0.690233053019034,12.7189861995396,0.000361961935872157,0.00190847311802119,"turquoise","turquoise"
"5266","Fasn",0.61356453553351,9.63916436816854,30.2140638139464,3.86893766796478e-08,5.37576964155825e-07,"turquoise","turquoise"
"5267","Fastk",-0.0232496032054141,6.48875786005595,0.0609300987811956,0.805031875161034,0.881954981027193,"grey","grey"
"5268","Fastkd1",0.15862330237184,4.01170312163027,1.23887632817788,0.265687722720503,0.418219791661595,"turquoise","turquoise"
"5269","Fastkd2",-0.022827615690273,4.09456416980513,0.0305461965171685,0.861256667103496,0.918292783024942,"grey","grey"
"5270","Fastkd3",-0.19654268405732,3.93209776013254,2.0767471324452,0.149558597301049,0.273861279134086,"blue","blue"
"5271","Fastkd5",-0.0716581622686819,3.472078024712,0.181631990468842,0.669974468904685,0.78471533313035,"grey","grey"
"5272","Fat1",0.0436993798485155,6.30296535101344,0.125735234902432,0.722895536068769,0.825432467097731,"black","YeMaBl"
"5273","Fat3",0.0636872924113144,6.25902846019649,0.241063685036341,0.623438918795025,0.748412620247389,"yellow","YeMaBl"
"5274","Fat4",-0.144102280673393,7.08089494515716,1.59687945598193,0.206345998505672,0.348106986460348,"grey","grey"
"5275","Fau",-0.182241327842799,0.725166680558695,0.449532305390472,0.502557138772519,0.650761972802937,"blue","blue"
"5276","Faxc",0.0319039452160478,7.71660385406286,0.141305472216179,0.7069866300678,0.813505815326881,"turquoise","turquoise"
"5277","Fbf1",-0.107055984688622,7.39803239892622,1.97007012883277,0.16044041838212,0.28921332332816,"grey","grey"
"5278","Fbl",-0.770170927649949,1.70856952631861,2.86682520021971,0.0904230821943843,0.186850090866687,"grey","grey"
"5279","Fblim1",0.403653388549353,5.48239811592736,7.13075897347241,0.00757726472505507,0.0250706277722566,"grey","grey"
"5280","Fbll1",0.417085242194671,6.14296739838203,22.1053577954096,2.58088407353194e-06,2.41552293133506e-05,"turquoise","turquoise"
"5281","Fbln1",-0.304519166090381,5.78352948901745,10.1464264546855,0.00144581242607471,0.00623879017887966,"blue","blue"
"5282","Fbln2",0.492383800860374,4.96120710732221,13.0105932726425,0.000309733796178771,0.00167644080686284,"green","green"
"5283","Fbln5",-0.028359817018611,2.69911856375641,0.00480065031695709,0.944761391938346,0.968592487193337,"green","green"
"5284","Fbln7",-0.139352798321959,1.40395700680085,0.289795803877573,0.590351413653722,0.72400915077354,"green","green"
"5285","Fbn1",0.117838871246283,4.55091840860404,0.415908348970486,0.518985791881989,0.665188786641352,"green","green"
"5286","Fbn2",0.211974342304453,5.51377030042161,1.45360489274126,0.227950396669084,0.374433905621716,"green","green"
"5287","Fbp1",0.570228605131506,-3.2254906086394,0.425161856023427,0.514372551725479,0.660894002213032,"turquoise","turquoise"
"5288","Fbp2",0.480852550147624,-1.66559475468871,0.75319784293477,0.385465659602519,0.543767738292852,"turquoise","turquoise"
"5289","Fbrs",-0.342014024840516,5.37942876266163,15.9564986515519,6.48148814837469e-05,0.000422103014285605,"grey","grey"
"5290","Fbrsl1",-0.269024235570734,7.02968249451113,10.7688064987767,0.00103225050828072,0.00471234697577717,"blue","blue"
"5291","Fbxl12",-0.100307580485191,3.86967802321153,0.535572570063023,0.46427341127692,0.616587004223661,"blue","blue"
